id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob
0,0.636,2.6545,2.6601,61220,54687,Pipistrellus pygmaeus,0.617
1,0.681,2.8005,2.8065,63925,54687,Pipistrellus pygmaeus,0.668
